source,bias,factual_reporting
thetruthvoice.net,right,low
truthbasedmedia.com,right,low
apa.org,neutral,high
adaa.org,neutral,high
examine.com,neutral,high
healthfeedback.org,neutral,high
irena.org,neutral,high
mayoclinic.org,neutral,high
medicalxpress.com,neutral,high
medscape.com,neutral,high
technologyreview.com,neutral,high
noaa.gov,neutral,high
newhumanist.org.uk,neutral,high
newscientist.com,neutral,high
nextbigfuture.com,neutral,high
oceana.org,neutral,high
phys.org,neutral,high
plos.org,neutral,high
quantamagazine.org,neutral,high
realclimate.org,neutral,high
science.org,neutral,high
sciencebasedmedicine.org,neutral,high
sciencedaily.com,neutral,high
sciencenews.org,neutral,high
skeptoid.com,neutral,high
smithsonianmag.com,neutral,high
societyforscience.org,neutral,high
bmj.com,neutral,high
democracychronicles.org,left,mixed
msnbc.com,left,mixed
derstandard.at,left-center,high
houstonchronicle.com,left-center,high
cincinnati.com,neutral,high
popularresistance.org,left,mixed
blackenterprise.com,left-center,high
blackpressusa.com,left-center,high
cbc.ca,left-center,high
radio-canada.ca,left-center,high
deseret.com,right-center,high
atr.org,right,mixed
thecollegefix.com,right,mixed
charismanews.com,right,mixed
clashdaily.com,right,low
watchers.news,neutral,mixed
